"subject" "activity" "variable" "mean" "sd"
"3307" 9 "standing" "tGravityAccMeanX" 0.961323502222222 0.00852679227296229
"3308" 9 "standing" "tGravityAccMeanY" -0.010383816474 0.0413739749290386
"3309" 9 "standing" "tGravityAccMeanZ" 0.00914769235555555 0.144658533016356
"3310" 9 "standing" "tGravityAccStdX" -0.989103160444444 0.0191802071392544
"3311" 9 "standing" "tGravityAccStdY" -0.972573867555556 0.040308041484954
"3312" 9 "standing" "tGravityAccStdZ" -0.932245295111111 0.0940803153249923
"3313" 9 "standing" "tBodyAccJerkMeanX" 0.0760032053555556 0.0129505323773617
"3314" 9 "standing" "tBodyAccJerkMeanY" 0.0130699796066667 0.0268627582786917
"3315" 9 "standing" "tBodyAccJerkMeanZ" -0.004700785502 0.0484729154777992
"3316" 9 "standing" "tBodyAccJerkStdX" -0.969973398888889 0.0360050065187753
"3317" 9 "standing" "tBodyAccJerkStdY" -0.963849332888889 0.0547635768046439
"3318" 9 "standing" "tBodyAccJerkStdZ" -0.970584264666667 0.0272658898278125
"3319" 9 "standing" "tBodyGyroMeanX" -0.029183136346 0.0194040670658571
"3320" 9 "standing" "tBodyGyroMeanY" -0.060810158296 0.0771587585962476
"3321" 9 "standing" "tBodyGyroMeanZ" 0.0992409332222222 0.0618566958036805
"3322" 9 "standing" "tBodyGyroStdX" -0.921990612 0.0879428409903117
"3323" 9 "standing" "tBodyGyroStdY" -0.946046640444444 0.0604531899430767
"3324" 9 "standing" "tBodyGyroStdZ" -0.939889737333333 0.0724677174646365
"3325" 9 "standing" "tBodyGyroJerkMeanX" -0.095897704 0.0400443472345425
"3326" 9 "standing" "tBodyGyroJerkMeanY" -0.0419199574333333 0.0216826180165591
"3327" 9 "standing" "tBodyGyroJerkMeanZ" -0.0575743131488889 0.0362325662034461
"3328" 9 "standing" "tBodyGyroJerkStdX" -0.949105691555556 0.0453619479547836
"3329" 9 "standing" "tBodyGyroJerkStdY" -0.975036530444444 0.030646898497749
"3330" 9 "standing" "tBodyGyroJerkStdZ" -0.969726483555556 0.0401887911196097
"3331" 9 "standing" "tBodyAccMagMean" -0.945167482444444 0.0693822212099627
"3332" 9 "standing" "tBodyAccMagStd" -0.936105010444444 0.0788157608722219
"3333" 9 "standing" "tGravityAccMagMean" -0.945167482444444 0.0693822212099627
"3334" 9 "standing" "tGravityAccMagStd" -0.936105010444444 0.0788157608722219
"3335" 9 "standing" "tBodyAccJerkMagMean" -0.969524578888889 0.0379970944754223
"3336" 9 "standing" "tBodyAccJerkMagStd" -0.963764177777778 0.0459167140168042
"3337" 9 "standing" "tBodyGyroMagMean" -0.921030223111111 0.0881782217517831
"3338" 9 "standing" "tBodyGyroMagStd" -0.908291403111111 0.101838269636343
"3339" 9 "standing" "tBodyGyroJerkMagMean" -0.969824044222222 0.0328421199693822
"3340" 9 "standing" "tBodyGyroJerkMagStd" -0.965287050888889 0.0380285681146365
"3341" 9 "standing" "fBodyAccMeanX" -0.971662692 0.0326221295239925
"3342" 9 "standing" "fBodyAccMeanY" -0.944849431777778 0.0778587489056283
"3343" 9 "standing" "fBodyAccMeanZ" -0.941686874222222 0.0593973533363814
"3344" 9 "standing" "fBodyAccStdX" -0.977579248444444 0.0260787401208797
"3345" 9 "standing" "fBodyAccStdY" -0.938790016888889 0.0850281449513225
"3346" 9 "standing" "fBodyAccStdZ" -0.913896832222222 0.100408238695614
"3347" 9 "standing" "fBodyAccJerkMeanX" -0.971313768666667 0.033139021753978
"3348" 9 "standing" "fBodyAccJerkMeanY" -0.962624298888889 0.0565688516399328
"3349" 9 "standing" "fBodyAccJerkMeanZ" -0.967129200444444 0.029381600995619
"3350" 9 "standing" "fBodyAccJerkStdX" -0.971278823333333 0.0359627218379176
"3351" 9 "standing" "fBodyAccJerkStdY" -0.968234579555556 0.0484313290519957
"3352" 9 "standing" "fBodyAccJerkStdZ" -0.972588748666667 0.0253477019477759
"3353" 9 "standing" "fBodyGyroMeanX" -0.916974437555556 0.0820312852170678
"3354" 9 "standing" "fBodyGyroMeanY" -0.954514301555556 0.0507849264070885
"3355" 9 "standing" "fBodyGyroMeanZ" -0.941510336 0.074025762788726
"3356" 9 "standing" "fBodyGyroStdX" -0.924738576444444 0.0888230096363797
"3357" 9 "standing" "fBodyGyroStdY" -0.941950576888889 0.0655987918390268
"3358" 9 "standing" "fBodyGyroStdZ" -0.944942811777778 0.065575749997117
"3359" 9 "standing" "fBodyAccMagMean" -0.946330171777778 0.0633170815350225
"3360" 9 "standing" "fBodyAccMagStd" -0.940265546444444 0.0746583587910741
"3361" 9 "standing" "fBodyBodyAccJerkMagMean" -0.963242884 0.047410634960078
"3362" 9 "standing" "fBodyBodyAccJerkMagStd" -0.963593159555556 0.0441816237929728
"3363" 9 "standing" "fBodyBodyGyroMagMean" -0.929769067777778 0.072649555252764
"3364" 9 "standing" "fBodyBodyGyroMagStd" -0.910909659555556 0.102659289355094
"3365" 9 "standing" "fBodyBodyGyroJerkMagMean" -0.967491628 0.0343096490319539
"3366" 9 "standing" "fBodyBodyGyroJerkMagStd" -0.964770799111111 0.0402082091269512
"3367" 9 "walking" "tBodyAccMeanX" 0.278502842115385 0.0320063491931807
"3368" 9 "walking" "tBodyAccMeanY" -0.0180891971284423 0.0201535479289986
"3369" 9 "walking" "tBodyAccMeanZ" -0.110820512307692 0.0288651782238248
"3370" 9 "walking" "tBodyAccStdX" -0.238353562692308 0.0910378594138694
"3371" 9 "walking" "tBodyAccStdY" -0.201696960826923 0.0815625555496695
"3372" 9 "walking" "tBodyAccStdZ" -0.0579636469030769 0.0635412137896866
"3373" 9 "walking" "tGravityAccMeanX" 0.951867079615385 0.0255357277018413
"3374" 9 "walking" "tGravityAccMeanY" -0.0314341738730769 0.0569273316087962
"3375" 9 "walking" "tGravityAccMeanZ" -0.115856121080385 0.127113469726512
"3376" 9 "walking" "tGravityAccStdX" -0.980971973653846 0.0110353973694116
"3377" 9 "walking" "tGravityAccStdY" -0.971242423076923 0.0212414712045988
"3378" 9 "walking" "tGravityAccStdZ" -0.955523995576923 0.0397953590282854
"3379" 9 "walking" "tBodyAccJerkMeanX" 0.0704357270480769 0.197708089366832
"3380" 9 "walking" "tBodyAccJerkMeanY" 0.0212255910017308 0.163588440593581
"3381" 9 "walking" "tBodyAccJerkMeanZ" 0.00414762740192308 0.231928465609787
"3382" 9 "walking" "tBodyAccJerkStdX" -0.206733787961538 0.130417502431111
"3383" 9 "walking" "tBodyAccJerkStdY" -0.276929933846154 0.0811076438807311
"3384" 9 "walking" "tBodyAccJerkStdZ" -0.409764526153846 0.0604919052183308
"3385" 9 "walking" "tBodyGyroMeanX" -0.0808360598653846 0.176985083711829
"3386" 9 "walking" "tBodyGyroMeanY" -0.0625598710615385 0.08012861061593
"3387" 9 "walking" "tBodyGyroMeanZ" 0.111629779896154 0.115810325435089
"3388" 9 "walking" "tBodyGyroStdX" -0.476163506730769 0.0727462523330229
"3389" 9 "walking" "tBodyGyroStdY" -0.467054167884615 0.120439188068111
"3390" 9 "walking" "tBodyGyroStdZ" -0.265683521346154 0.0779853385123118
"3391" 9 "walking" "tBodyGyroJerkMeanX" -0.0809204094461538 0.160181416113806
"3392" 9 "walking" "tBodyGyroJerkMeanY" -0.0356283427038462 0.170471091730055
"3393" 9 "walking" "tBodyGyroJerkMeanZ" -0.0633406620592308 0.250493167339226
"3394" 9 "walking" "tBodyGyroJerkStdX" -0.526985309038462 0.0873651305010081
"3395" 9 "walking" "tBodyGyroJerkStdY" -0.549200228076923 0.122491683229211
"3396" 9 "walking" "tBodyGyroJerkStdZ" -0.457881494038462 0.0594248797071792
"3397" 9 "walking" "tBodyAccMagMean" -0.0980840496143461 0.0697158754067717
"3398" 9 "walking" "tBodyAccMagStd" -0.37942877 0.0946149460852342
"3399" 9 "walking" "tGravityAccMagMean" -0.0980840496143461 0.0697158754067717
"3400" 9 "walking" "tGravityAccMagStd" -0.37942877 0.0946149460852342
"3401" 9 "walking" "tBodyAccJerkMagMean" -0.203733615519231 0.0887318147906737
"3402" 9 "walking" "tBodyAccJerkMagStd" -0.317113487115385 0.0886865340547246
"3403" 9 "walking" "tBodyGyroMagMean" -0.294542266826923 0.0944191324543547
"3404" 9 "walking" "tBodyGyroMagStd" -0.489725811538462 0.090961006607753
"3405" 9 "walking" "tBodyGyroJerkMagMean" -0.510253995769231 0.0929072161779114
"3406" 9 "walking" "tBodyGyroJerkMagStd" -0.599866472692308 0.105578205477405
"3407" 9 "walking" "fBodyAccMeanX" -0.294711163653846 0.100189277521931
"3408" 9 "walking" "fBodyAccMeanY" -0.257677616153846 0.079055113031052
"3409" 9 "walking" "fBodyAccMeanZ" -0.250806259788462 0.0801377423520867
"3410" 9 "walking" "fBodyAccStdX" -0.218019977423077 0.0947565632771464
"3411" 9 "walking" "fBodyAccStdY" -0.223972558596154 0.0860946695777825
"3412" 9 "walking" "fBodyAccStdZ" -0.0337965256573077 0.0694208463947337
"3413" 9 "walking" "fBodyAccJerkMeanX" -0.314265401346154 0.105848205315546
"3414" 9 "walking" "fBodyAccJerkMeanY" -0.367706595 0.0730744016156733
"3415" 9 "walking" "fBodyAccJerkMeanZ" -0.399541245192308 0.071122775204332
"3416" 9 "walking" "fBodyAccJerkStdX" -0.170228340134423 0.149517079456596
"3417" 9 "walking" "fBodyAccJerkStdY" -0.228380473480769 0.0971242784869198
"3418" 9 "walking" "fBodyAccJerkStdZ" -0.419104362884615 0.0629657223182525
"3419" 9 "walking" "fBodyGyroMeanX" -0.383676120961538 0.0910727261502856
"3420" 9 "walking" "fBodyGyroMeanY" -0.436905860576923 0.136794688055301
"3421" 9 "walking" "fBodyGyroMeanZ" -0.240222512134615 0.116601600549437
"3422" 9 "walking" "fBodyGyroStdX" -0.507404512692308 0.0749438291849007
"3423" 9 "walking" "fBodyGyroStdY" -0.490990336346154 0.11142605268842
"3424" 9 "walking" "fBodyGyroStdZ" -0.342367223269231 0.0654055388133573
"3425" 9 "walking" "fBodyAccMagMean" -0.318801022711538 0.109820601327032
"3426" 9 "walking" "fBodyAccMagStd" -0.513891953269231 0.078938652686984
"3427" 9 "walking" "fBodyBodyAccJerkMagMean" -0.316870715576923 0.0892880305488617
"3428" 9 "walking" "fBodyBodyAccJerkMagStd" -0.322337536730769 0.103248029656489
"3429" 9 "walking" "fBodyBodyGyroMagMean" -0.513797480384615 0.0769295851281521
"3430" 9 "walking" "fBodyBodyGyroMagStd" -0.562714528653846 0.0947041312978229
"3431" 9 "walking" "fBodyBodyGyroJerkMagMean" -0.602581618269231 0.108386886835512
"3432" 9 "walking" "fBodyBodyGyroJerkMagStd" -0.624351923653846 0.0966403288584727
"3433" 9 "walkingDownstairs" "tBodyAccMeanX" 0.295923445 0.0899794139776364
"3434" 9 "walkingDownstairs" "tBodyAccMeanY" -0.0203994269075476 0.0289125234957057
"3435" 9 "walkingDownstairs" "tBodyAccMeanZ" -0.0910278793952381 0.0721022305156779
"3436" 9 "walkingDownstairs" "tBodyAccStdX" 0.213392270547619 0.0955886754076755
"3437" 9 "walkingDownstairs" "tBodyAccStdY" -0.208310705504762 0.182291479716266
"3438" 9 "walkingDownstairs" "tBodyAccStdZ" -0.00771530035714285 0.295789938103268
"3439" 9 "walkingDownstairs" "tGravityAccMeanX" 0.938417773333333 0.0224365994687602
"3440" 9 "walkingDownstairs" "tGravityAccMeanY" -0.0352304645104762 0.040066737877156
"3441" 9 "walkingDownstairs" "tGravityAccMeanZ" -0.082276174942619 0.107957346498082
"3442" 9 "walkingDownstairs" "tGravityAccStdX" -0.952141220714286 0.0196405941607083
"3443" 9 "walkingDownstairs" "tGravityAccStdY" -0.936306558809524 0.0387236396692891
"3444" 9 "walkingDownstairs" "tGravityAccStdZ" -0.876641297380952 0.0780025374945129
"3445" 9 "walkingDownstairs" "tBodyAccJerkMeanX" 0.130193043809524 0.367837211986438
"3446" 9 "walkingDownstairs" "tBodyAccJerkMeanY" -0.0206865965952381 0.226129133484578
"3447" 9 "walkingDownstairs" "tBodyAccJerkMeanZ" 0.00262568854761905 0.23387275529572
"3448" 9 "walkingDownstairs" "tBodyAccJerkStdX" 0.017623342197619 0.120445695729796
"3449" 9 "walkingDownstairs" "tBodyAccJerkStdY" -0.3094424725 0.130901073215652
"3450" 9 "walkingDownstairs" "tBodyAccJerkStdZ" -0.359513362761905 0.194825647505838
"3451" 9 "walkingDownstairs" "tBodyGyroMeanX" -0.0916383011071429 0.32010831390594
"3452" 9 "walkingDownstairs" "tBodyGyroMeanY" -0.0712598843142857 0.0843770283634095
"3453" 9 "walkingDownstairs" "tBodyGyroMeanZ" 0.116804400690476 0.138156973704562
"3454" 9 "walkingDownstairs" "tBodyGyroStdX" -0.396429197952381 0.147175117953964
"3455" 9 "walkingDownstairs" "tBodyGyroStdY" -0.340765233142857 0.123814776800231
"3456" 9 "walkingDownstairs" "tBodyGyroStdZ" -0.279685150191905 0.106713739449444
"3457" 9 "walkingDownstairs" "tBodyGyroJerkMeanX" -0.094591202447619 0.192622807965545
"3458" 9 "walkingDownstairs" "tBodyGyroJerkMeanY" -0.0597608334619048 0.144454245289632
"3459" 9 "walkingDownstairs" "tBodyGyroJerkMeanZ" -0.0678080598785714 0.190928880515669
"3460" 9 "walkingDownstairs" "tBodyGyroJerkStdX" -0.509669314047619 0.100003247974428
"3461" 9 "walkingDownstairs" "tBodyGyroJerkStdY" -0.448602451190476 0.137737460584549
"3462" 9 "walkingDownstairs" "tBodyGyroJerkStdZ" -0.417239550952381 0.123493532566034
"3463" 9 "walkingDownstairs" "tBodyAccMagMean" 0.145886357935714 0.105416243017014
"3464" 9 "walkingDownstairs" "tBodyAccMagStd" 0.265120131365238 0.142991826815952
"3465" 9 "walkingDownstairs" "tGravityAccMagMean" 0.145886357935714 0.105416243017014
"3466" 9 "walkingDownstairs" "tGravityAccMagStd" 0.265120131365238 0.142991826815952
"3467" 9 "walkingDownstairs" "tBodyAccJerkMagMean" -0.16237608927619 0.117218178588124
"3468" 9 "walkingDownstairs" "tBodyAccJerkMagStd" 0.039907818552381 0.168938130447797
"3469" 9 "walkingDownstairs" "tBodyGyroMagMean" -0.168921400633333 0.106298175255881
"3470" 9 "walkingDownstairs" "tBodyGyroMagStd" -0.322331464761905 0.112548932457727
"3471" 9 "walkingDownstairs" "tBodyGyroJerkMagMean" -0.469028434047619 0.10177735725897
"3472" 9 "walkingDownstairs" "tBodyGyroJerkMagStd" -0.455855425238095 0.153937080557005
"3473" 9 "walkingDownstairs" "fBodyAccMeanX" 0.103128506197619 0.13292368777924
"3474" 9 "walkingDownstairs" "fBodyAccMeanY" -0.183120455428571 0.174858391038282
"3475" 9 "walkingDownstairs" "fBodyAccMeanZ" -0.103705822657857 0.269678595457553
"3476" 9 "walkingDownstairs" "fBodyAccStdX" 0.250488758869048 0.123687982822587
"3477" 9 "walkingDownstairs" "fBodyAccStdY" -0.273561385142857 0.180528979107252
"3478" 9 "walkingDownstairs" "fBodyAccStdZ" -0.0349494927142857 0.292361161467438
"3479" 9 "walkingDownstairs" "fBodyAccJerkMeanX" -0.0645354342404762 0.118677434965549
"3480" 9 "walkingDownstairs" "fBodyAccJerkMeanY" -0.313643041809524 0.121748973636686
"3481" 9 "walkingDownstairs" "fBodyAccJerkMeanZ" -0.293677789595238 0.218864063998125
"3482" 9 "walkingDownstairs" "fBodyAccJerkStdX" 0.00938224337142857 0.143764749449483
"3483" 9 "walkingDownstairs" "fBodyAccJerkStdY" -0.355981821428571 0.140099891927921
"3484" 9 "walkingDownstairs" "fBodyAccJerkStdZ" -0.425377408333333 0.176540757879358
"3485" 9 "walkingDownstairs" "fBodyGyroMeanX" -0.325042890904762 0.126680124355797
"3486" 9 "walkingDownstairs" "fBodyGyroMeanY" -0.312512195452381 0.139093132747731
"3487" 9 "walkingDownstairs" "fBodyGyroMeanZ" -0.250686586719048 0.144990121257046
"3488" 9 "walkingDownstairs" "fBodyGyroStdX" -0.423558773952381 0.157919589459941
"3489" 9 "walkingDownstairs" "fBodyGyroStdY" -0.364282565714286 0.116879955411548
"3490" 9 "walkingDownstairs" "fBodyGyroStdZ" -0.356561471714286 0.0912016595905586
"3491" 9 "walkingDownstairs" "fBodyAccMagMean" 0.222203941 0.160572911964889
"3492" 9 "walkingDownstairs" "fBodyAccMagStd" 0.0888671674047619 0.134359997058142
"3493" 9 "walkingDownstairs" "fBodyBodyAccJerkMagMean" 0.00716877883571429 0.165735948652457
"3494" 9 "walkingDownstairs" "fBodyBodyAccJerkMagStd" 0.0705526138333333 0.195295703973726
"3495" 9 "walkingDownstairs" "fBodyBodyGyroMagMean" -0.347540226666667 0.11479340552585
"3496" 9 "walkingDownstairs" "fBodyBodyGyroMagStd" -0.424170737142857 0.105002457050314
"3497" 9 "walkingDownstairs" "fBodyBodyGyroJerkMagMean" -0.463172053809524 0.143056893740612
"3498" 9 "walkingDownstairs" "fBodyBodyGyroJerkMagStd" -0.485158906904762 0.162245037659791
"3499" 9 "walkingUpstairs" "tBodyAccMeanX" 0.262436475714286 0.0601365198113057
"3500" 9 "walkingUpstairs" "tBodyAccMeanY" -0.0195101099975714 0.0372246567488375
"3501" 9 "walkingUpstairs" "tBodyAccMeanZ" -0.125219003959184 0.0487167362222547
"3502" 9 "walkingUpstairs" "tBodyAccStdX" -0.36144437755102 0.104874933180813
"3503" 9 "walkingUpstairs" "tBodyAccStdY" -0.302206203816327 0.0939556607543536
"3504" 9 "walkingUpstairs" "tBodyAccStdZ" -0.253434083542857 0.167609206940596
"3505" 9 "walkingUpstairs" "tGravityAccMeanX" 0.902647777755102 0.0595175729703469
"3506" 9 "walkingUpstairs" "tGravityAccMeanY" -0.0377947824285714 0.107878420735433
"3507" 9 "walkingUpstairs" "tGravityAccMeanZ" -0.266009866857143 0.125483479099854
"3508" 9 "walkingUpstairs" "tGravityAccStdX" -0.954383557142857 0.0298253829747846
"3509" 9 "walkingUpstairs" "tGravityAccStdY" -0.901317321632653 0.0596460150896617
"3510" 9 "walkingUpstairs" "tGravityAccStdZ" -0.89407107877551 0.0511466577325127
"3511" 9 "walkingUpstairs" "tBodyAccJerkMeanX" 0.0692266245755102 0.228955078383259
"3512" 9 "walkingUpstairs" "tBodyAccJerkMeanY" 0.00126612218367347 0.167411526326299
"3513" 9 "walkingUpstairs" "tBodyAccJerkMeanZ" 0.00766046602367347 0.244358771414534
"3514" 9 "walkingUpstairs" "tBodyAccJerkStdX" -0.335291644693878 0.100186106190722
"3515" 9 "walkingUpstairs" "tBodyAccJerkStdY" -0.586147012244898 0.0566304895630296
"3516" 9 "walkingUpstairs" "tBodyAccJerkStdZ" -0.647296002040816 0.0574802134339749
"3517" 9 "walkingUpstairs" "tBodyGyroMeanX" -0.16396719 0.345805914370324
"3518" 9 "walkingUpstairs" "tBodyGyroMeanY" -0.0412587909579592 0.0956179731755799
"3519" 9 "walkingUpstairs" "tBodyGyroMeanZ" 0.14569462592449 0.202476288216766
"3520" 9 "walkingUpstairs" "tBodyGyroStdX" -0.343976630734694 0.161033625177233
"3521" 9 "walkingUpstairs" "tBodyGyroStdY" -0.400859067959184 0.194240235486754
"3522" 9 "walkingUpstairs" "tBodyGyroStdZ" -0.138176481058776 0.145996989274057
"3523" 9 "walkingUpstairs" "tBodyGyroJerkMeanX" -0.0684689593355102 0.3221068387957
"3524" 9 "walkingUpstairs" "tBodyGyroJerkMeanY" -0.0302797452408163 0.141768365867919
"3525" 9 "walkingUpstairs" "tBodyGyroJerkMeanZ" -0.0236327911183673 0.164144056990324
"3526" 9 "walkingUpstairs" "tBodyGyroJerkStdX" -0.660419534285714 0.0570736687849156
"3527" 9 "walkingUpstairs" "tBodyGyroJerkStdY" -0.708604774693878 0.0785259366704919
"3528" 9 "walkingUpstairs" "tBodyGyroJerkStdZ" -0.65711420122449 0.0575018293114671
"3529" 9 "walkingUpstairs" "tBodyAccMagMean" -0.260727581428571 0.100102365638218
"3530" 9 "walkingUpstairs" "tBodyAccMagStd" -0.400222037142857 0.10007744441207
"3531" 9 "walkingUpstairs" "tGravityAccMagMean" -0.260727581428571 0.100102365638218
"3532" 9 "walkingUpstairs" "tGravityAccMagStd" -0.400222037142857 0.10007744441207
"3533" 9 "walkingUpstairs" "tBodyAccJerkMagMean" -0.440667540204082 0.0900915372648931
"3534" 9 "walkingUpstairs" "tBodyAccJerkMagStd" -0.445485397959184 0.0612545459538446
"3535" 9 "walkingUpstairs" "tBodyGyroMagMean" -0.0833234490061224 0.151529690273175
"3536" 9 "walkingUpstairs" "tBodyGyroMagStd" -0.425839761428571 0.130267034657149
"3537" 9 "walkingUpstairs" "tBodyGyroJerkMagMean" -0.672840561836735 0.0699865313837227
"3538" 9 "walkingUpstairs" "tBodyGyroJerkMagStd" -0.748651255510204 0.0593240266147319
"3539" 9 "walkingUpstairs" "fBodyAccMeanX" -0.342735952653061 0.0925429348418367
"3540" 9 "walkingUpstairs" "fBodyAccMeanY" -0.405022798163265 0.0696759767220861
"3541" 9 "walkingUpstairs" "fBodyAccMeanZ" -0.384710423408163 0.123299071778778
"3542" 9 "walkingUpstairs" "fBodyAccStdX" -0.369815777346939 0.114750179641304
"3543" 9 "walkingUpstairs" "fBodyAccStdY" -0.297641062755102 0.109945519961053
"3544" 9 "walkingUpstairs" "fBodyAccStdZ" -0.244081808302041 0.182038646446076
"3545" 9 "walkingUpstairs" "fBodyAccJerkMeanX" -0.402044750408163 0.0739232146263782
"3546" 9 "walkingUpstairs" "fBodyAccJerkMeanY" -0.608498592040816 0.0495109021043629
"3547" 9 "walkingUpstairs" "fBodyAccJerkMeanZ" -0.615125710612245 0.0639345304548059
"3548" 9 "walkingUpstairs" "fBodyAccJerkStdX" -0.327421989591837 0.127488834417784
"3549" 9 "walkingUpstairs" "fBodyAccJerkStdY" -0.590112916530612 0.0679695962764824
"3550" 9 "walkingUpstairs" "fBodyAccJerkStdZ" -0.677831082857143 0.0535707091788
"3551" 9 "walkingUpstairs" "fBodyGyroMeanX" -0.313941631326531 0.202189371419919
"3552" 9 "walkingUpstairs" "fBodyGyroMeanY" -0.499159202857143 0.157581468058048
"3553" 9 "walkingUpstairs" "fBodyGyroMeanZ" -0.327698671183673 0.101967250115534
"3554" 9 "walkingUpstairs" "fBodyGyroStdX" -0.361626377102041 0.159240341937071
"3555" 9 "walkingUpstairs" "fBodyGyroStdY" -0.352033091612245 0.213821514309135
"3556" 9 "walkingUpstairs" "fBodyGyroStdZ" -0.165554554220408 0.157094335939118
"3557" 9 "walkingUpstairs" "fBodyAccMagMean" -0.372890348979592 0.102029468660727
"3558" 9 "walkingUpstairs" "fBodyAccMagStd" -0.509929461428571 0.0887845792693704
"3559" 9 "walkingUpstairs" "fBodyBodyAccJerkMagMean" -0.419533108571429 0.0662252299461575
"3560" 9 "walkingUpstairs" "fBodyBodyAccJerkMagStd" -0.484935752040816 0.0676746483394263
"3561" 9 "walkingUpstairs" "fBodyBodyGyroMagMean" -0.531482693877551 0.106791527415101
"3562" 9 "walkingUpstairs" "fBodyBodyGyroMagStd" -0.456841325204082 0.130048026174285
"3563" 9 "walkingUpstairs" "fBodyBodyGyroJerkMagMean" -0.734159449387755 0.0635119697292157
"3564" 9 "walkingUpstairs" "fBodyBodyGyroJerkMagStd" -0.787781590816326 0.0515495894340591
"3565" 10 "laying" "tBodyAccMeanX" 0.280230574137931 0.0635648494301446
"3566" 10 "laying" "tBodyAccMeanY" -0.024294484137931 0.0463737418819129
"3567" 10 "laying" "tBodyAccMeanZ" -0.117168642362069 0.0622357958936602
"3568" 10 "laying" "tBodyAccStdX" -0.968283685 0.0645452536000763
"3569" 10 "laying" "tBodyAccStdY" -0.946454302068966 0.119083059428967
"3570" 10 "laying" "tBodyAccStdZ" -0.95947148637931 0.112756608307461
"3571" 10 "laying" "tGravityAccMeanX" -0.453069737586207 0.0727141778668071
"3572" 10 "laying" "tGravityAccMeanY" -0.139297681034483 0.830175039760855
"3573" 10 "laying" "tGravityAccMeanZ" -0.031121624137931 0.590245154336871
"3574" 10 "laying" "tGravityAccStdX" -0.954531941896552 0.119400502058195
"3575" 10 "laying" "tGravityAccStdY" -0.966701156034483 0.117206708233542
"3576" 10 "laying" "tGravityAccStdZ" -0.963045642431035 0.13739248792244
"3577" 10 "laying" "tBodyAccJerkMeanX" 0.073815064487931 0.0428588252646158
"3578" 10 "laying" "tBodyAccJerkMeanY" 0.015698997097069 0.0413386388842827
"3579" 10 "laying" "tBodyAccJerkMeanZ" 0.00716689586275862 0.0689606377194054
"3580" 10 "laying" "tBodyAccJerkStdX" -0.978007466724138 0.026149579965507
"3581" 10 "laying" "tBodyAccJerkStdY" -0.966930793448276 0.0509585274296379
"3582" 10 "laying" "tBodyAccJerkStdZ" -0.976256662586207 0.0369103490831728
"3583" 10 "laying" "tBodyGyroMeanX" -0.019555937162069 0.0361503080982866
"3584" 10 "laying" "tBodyGyroMeanY" -0.0770325657265517 0.159878160829229
"3585" 10 "laying" "tBodyGyroMeanZ" 0.104720478344828 0.0950259969496027
"3586" 10 "laying" "tBodyGyroStdX" -0.961713199827586 0.0902080462631016
"3587" 10 "laying" "tBodyGyroStdY" -0.953660207586207 0.0586534858610854
"3588" 10 "laying" "tBodyGyroStdZ" -0.971940597413793 0.0522303888771709
"3589" 10 "laying" "tBodyGyroJerkMeanX" -0.100308254413793 0.0341068579369511
"3590" 10 "laying" "tBodyGyroJerkMeanY" -0.0388797920413793 0.0249237629974425
"3591" 10 "laying" "tBodyGyroJerkMeanZ" -0.0590744912758621 0.0292422632213554
"3592" 10 "laying" "tBodyGyroJerkStdX" -0.965900578103448 0.0638186717295312
"3593" 10 "laying" "tBodyGyroJerkStdY" -0.966621040344828 0.0367577109764664
"3594" 10 "laying" "tBodyGyroJerkStdZ" -0.983949302758621 0.0259855588055157
"3595" 10 "laying" "tBodyAccMagMean" -0.956781819655172 0.110647715716937
"3596" 10 "laying" "tBodyAccMagStd" -0.940301654482759 0.161333427646114
"3597" 10 "laying" "tGravityAccMagMean" -0.956781819655172 0.110647715716937
"3598" 10 "laying" "tGravityAccMagStd" -0.940301654482759 0.161333427646114
"3599" 10 "laying" "tBodyAccJerkMagMean" -0.976234435172414 0.0313912408911656
"3600" 10 "laying" "tBodyAccJerkMagStd" -0.967556980689655 0.051563742268624
"3601" 10 "laying" "tBodyGyroMagMean" -0.937590998793103 0.105828484858031
"3602" 10 "laying" "tBodyGyroMagStd" -0.927471165517241 0.116583165646322
"3603" 10 "laying" "tBodyGyroJerkMagMean" -0.970830848965517 0.0334056908050277
"3604" 10 "laying" "tBodyGyroJerkMagStd" -0.959632931551724 0.0495715857356253
"3605" 10 "laying" "fBodyAccMeanX" -0.96918420862069 0.05816058393542
"3606" 10 "laying" "fBodyAccMeanY" -0.954341849137931 0.0779868373364307
"3607" 10 "laying" "fBodyAccMeanZ" -0.964300845172414 0.082394697641494
"3608" 10 "laying" "fBodyAccStdX" -0.96796803862069 0.0670124195633618
"3609" 10 "laying" "fBodyAccStdY" -0.946229148258621 0.129256568022458
"3610" 10 "laying" "fBodyAccStdZ" -0.959813667810345 0.119115368261226
"3611" 10 "laying" "fBodyAccJerkMeanX" -0.979014668793104 0.0249245530707907
"3612" 10 "laying" "fBodyAccJerkMeanY" -0.968039173793103 0.046272593746368
"3613" 10 "laying" "fBodyAccJerkMeanZ" -0.972592212931034 0.0422706222075735
"3614" 10 "laying" "fBodyAccJerkStdX" -0.978904364137931 0.0252428321545879
"3615" 10 "laying" "fBodyAccJerkStdY" -0.968120692241379 0.0529031185953548
"3616" 10 "laying" "fBodyAccJerkStdZ" -0.978582339137931 0.0313984685229939
"3617" 10 "laying" "fBodyGyroMeanX" -0.953793912068965 0.0965348534164562
